3613	4.9	### 4.9 The Numeric Trait Hierarchy
3619	4.9.1	#### 4.9.1 Fine-grained operator traits
3729	4.9.2	#### 4.9.2 Umbrella traits
3787	4.9.3	#### 4.9.3 Default mappings
3803	4.9.4	#### 4.9.4 Auto-implementations for built-in numeric types
3864	5	## 5. Type Intersection and `dyn`
3880	5.1	### 5.1 Trait Conjunction in Generic Bounds
3902	5.2	### 5.2 Trait Objects at Value Position (`dyn`)
3908	5.2.1	#### 5.2.1 Single-trait and multi-trait forms
3932	5.2.2	#### 5.2.2 `dyn` is mandatory for trait-object value positions
3945	5.2.3	#### 5.2.3 Dispatch cost
3952	5.2.4	#### 5.2.4 Object safety
4023	5.2.5	#### 5.2.5 Coercion to `dyn`
4057	5.3	### 5.3 Record Intersection at Type Definition
4093	5.3.1	#### 5.3.1 Field merging rules
4111	5.3.2	#### 5.3.2 Trait inheritance via `@derive`
4131	5.4	### 5.4 Interaction with `alias type`
4160	5.5	### 5.5 Cross-Kind Intersection
4181	5.6	### 5.6 Variance and Intersection
4198	5.7	### 5.7 The `Type[…]` meta-type
4214	5.7.1	#### 5.7.1 The constraint argument
4227	5.7.2	#### 5.7.2 Value position only
4238	5.7.3	#### 5.7.3 Monomorphization, not erasure
4268	5.7.4	#### 5.7.4 Storage
4277	5.7.5	#### 5.7.5 The constraint is the instantiation contract
4292	6	## 6. Records, Enums, and Newtypes
4299	6.1	### 6.1 Records
4306	6.1.1	#### 6.1.1 Declaration
4355	6.1.2	#### 6.1.2 Field defaults
4375	6.1.3	#### 6.1.3 Construction
4408	6.1.4	#### 6.1.4 Field access
4420	6.1.5	#### 6.1.5 Record update with `with`
4498	6.1.6	#### 6.1.6 Field visibility
4518	6.1.7	#### 6.1.7 Constructor visibility
4544	6.1.8	#### 6.1.8 Trait auto-derivation
4569	6.1.9	#### 6.1.9 Records and trait dispatch
4581	6.2	### 6.2 Enums
4588	6.2.1	#### 6.2.1 Declaration
4635	6.2.1.1	##### 6.2.1.1 Implications for construction and patterns
4676	6.2.1.2	##### 6.2.1.2 Choosing a form
4700	6.2.2	#### 6.2.2 Conformance
4729	6.2.3	#### 6.2.3 Variant construction and resolution
4782	6.2.4	#### 6.2.4 Pattern matching
4842	6.2.5	#### 6.2.5 Exhaustiveness checking
4870	6.2.6	#### 6.2.6 Enum visibility
4887	6.2.7	#### 6.2.7 Trait auto-derivation
4913	6.3	### 6.3 Newtypes
4920	6.3.1	#### 6.3.1 Declaration
4982	6.3.2	#### 6.3.2 Construction and extraction
5032	6.3.3	#### 6.3.3 Trait inheritance via `@derive`
5080	6.3.4	#### 6.3.4 Constructor visibility
5101	6.3.5	#### 6.3.5 Newtypes and the orphan rule
5125	7	## 7. Conversion System
5133	7.1	### 7.1 The Four Traits
5163	7.2	### 7.2 Users Implement `From` and `TryFrom`; the Reverses Auto-Derive
5199	7.3	### 7.3 Identity Conversion
5215	7.4	### 7.4 The Orphan Rule Applies to User Conversions
5255	7.5	### 7.5 Built-in Numeric Conversions
5281	7.6	### 7.6 Relationship to `T(value)` conversion
5310	7.7	### 7.7 User-Defined Conversions Are Explicit
5329	7.8	### 7.8 Invocation Forms
5371	7.9	### 7.9 Error-Type Relationships in `?` Propagation
5426	8	## 8. Error Handling
5432	8.1	### 8.1 The Two-Track Model
5474	8.2	### 8.2 The Trap Track
5476	8.2.1	#### 8.2.1 `panic` and the `never` type
5496	8.2.2	#### 8.2.2 The `never` type
5518	8.2.3	#### 8.2.3 Trap behavior at runtime
5543	8.2.4	#### 8.2.4 Diagnostic format
5566	8.3	### 8.3 The Value Track: `Option` and `Result`
5589	8.3.1	#### 8.3.1 Pattern matching
5608	8.4	### 8.4 The `?` Operator and the `Try` Trait
5640	8.4.1	#### 8.4.1 Desugaring
5671	8.4.2	#### 8.4.2 The `!` assertion operator
5721	8.5	### 8.5 Error-Type Conversion via `From`
5742	8.6	### 8.6 `?` Stays Within One Failure Track
5764	8.7	### 8.7 Standard Methods
5769	8.7.1	#### 8.7.1 `Option[T]`
5789	8.7.2	#### 8.7.2 `Result[T, E]`
5833	8.8	### 8.8 Convention: `Option` vs `Result`
5850	8.9	### 8.9 Error Handling in the Reactive Context
5863	9	## 9. Strings, Tuples, and Arrays
5871	9.1	### 9.1 Strings
5881	9.1.1	#### 9.1.1 Primitive non-numeric types
5898	9.1.2	#### 9.1.2 The `char` type
5943	9.1.3	#### 9.1.3 String literals
5954	9.1.4	#### 9.1.4 UTF-8 invariant
5962	9.1.5	#### 9.1.5 String access is by API, not indexing
5975	9.1.6	#### 9.1.6 Views and queries
5994	9.1.7	#### 9.1.7 Slicing
6013	9.1.8	#### 9.1.8 Immutability and operations
6039	9.1.9	#### 9.1.9 Interpolation
6058	9.2	### 9.2 Tuples
6077	9.2.1	#### 9.2.1 Field access
6097	9.2.2	#### 9.2.2 Pattern destructuring
6114	9.2.3	#### 9.2.3 The unit type `()`
6130	9.2.4	#### 9.2.4 The 1-tuple
6143	9.2.5	#### 9.2.5 Generics over tuples
6183	9.2.6	#### 9.2.6 Trait conformance for tuples
6228	9.2.7	#### 9.2.7 Tuple-to-record conversion
6252	9.3	### 9.3 Arrays
6259	9.3.1	#### 9.3.1 Array type syntax
6281	9.3.2	#### 9.3.2 Disambiguation of `T[args]` in type position
6296	9.3.3	#### 9.3.3 Length type
6313	9.3.4	#### 9.3.4 Index type
6346	9.3.5	#### 9.3.5 Bounds checking
6368	9.3.6	#### 9.3.6 Fixed-Size Arrays; Dynamic Collections Are Stdlib
6384	9.4	### 9.4 Time Types: `duration` and `instant`
6400	9.4.1	#### 9.4.1 `duration`
6407	9.4.1.1	##### 9.4.1.1 Literal syntax
6430	9.4.1.2	##### 9.4.1.2 Operators
6470	9.4.1.3	##### 9.4.1.3 Overflow
6478	9.4.1.4	##### 9.4.1.4 Construction and conversion (stdlib)
6492	9.4.2	#### 9.4.2 `instant`
6511	9.4.2.1	##### 9.4.2.1 Operators
6530	9.4.2.2	##### 9.4.2.2 Construction (stdlib)
6543	9.4.2.3	##### 9.4.2.3 Limitation: no cross-run serialization
6555	9.4.3	#### 9.4.3 Reactive cell compatibility
6578	10	## 10. Visibility and Modules
6586	10.1	### 10.1 The Three Levels
6609	10.2	### 10.2 Packages and Modules
6664	10.2.1	#### 10.2.1 Files within a module
6692	10.2.2	#### 10.2.2 Visibility reach
6718	10.2.3	#### 10.2.3 Path bases
6748	10.3	### 10.3 Visibility Specifiers on Declarations
6803	10.4	### 10.4 `use` Statements
6849	10.4.1	#### 10.4.1 Selective and glob imports
6863	10.4.2	#### 10.4.2 Re-exporting a name
6889	10.4.3	#### 10.4.3 `use` is file-scope only
6903	10.4.4	#### 10.4.4 Module references form an acyclic graph
6944	10.4.5	#### 10.4.5 Cross-module initialization order
6975	10.5	### 10.5 Type Visibility and Constructor Visibility
7006	10.5.1	#### 10.5.1 The smart-constructor pattern
7021	10.6	### 10.6 Enum Visibility
7044	10.7	### 10.7 Field Visibility
7064	10.8	### 10.8 Trait `fulfill` Block Visibility
7100	10.9	### 10.9 Visibility and the Orphan Rule
7114	10.10	### 10.10 Visibility and Dispatch
7145	11	## 11. Local Mutability and Ownership
7158	11.1	### 11.1 Design Principles
7255	11.2	### 11.2 Binding Forms: `let` and `mut`
7302	11.2.1	#### 11.2.1 Shadowing
7321	11.3	### 11.3 Ownership and Move Semantics
7368	11.3.1	#### 11.3.1 Reading versus consuming
7412	11.3.2	#### 11.3.2 Reassignment of `mut` bindings
7429	11.3.3	#### 11.3.3 Dropping
7443	11.3.4	#### 11.3.4 Cluster and borrow lifetime
7515	11.3.5	#### 11.3.5 Rule (P): consume of a borrow-equivalent alias
7567	11.3.6	#### 11.3.6 Returns: borrow-default propagation, opt-in anchoring
7663	11.4	### 11.4 The `Copy` Trait
7685	11.4.1	#### 11.4.1 Auto-implementations
7700	11.4.2	#### 11.4.2 Opt-in via `@derive(Copy)`
7725	11.4.3	#### 11.4.3 Semantics of `Copy` use sites
7749	11.4.4	#### 11.4.4 `Copy` and `mut`
7772	11.5	### 11.5 The `Clone` Trait
7790	11.5.1	#### 11.5.1 Auto-derivation
7805	11.5.2	#### 11.5.2 Relationship to `Copy`
7815	11.5.3	#### 11.5.3 Usage
7830	11.5.4	#### 11.5.4 Clone as the anchor for rooted returns
7844	11.6	### 11.6 Strings and the `Copy` Implementation
7863	11.6.1	#### 11.6.1 Why arrays are different
7881	11.7	### 11.7 Function Parameters
7904	11.7.1	#### 11.7.1 Default parameters (borrow-equivalent)
7921	11.7.2	#### 11.7.2 Parameters are immutable bindings
7941	11.7.3	#### 11.7.3 Local rebinding to `mut`
7985	11.7.4	#### 11.7.4 Opt-in consumption via `own`
8032	11.7.5	#### 11.7.5 Elaborated form (compiler-internal, diagnostic-facing)
8063	11.8	### 11.8 Call-Site Semantics
8082	11.8.1	#### 11.8.1 Implicit borrow at call sites
8100	11.8.2	#### 11.8.2 Use-after-move
8118	11.8.3	#### 11.8.3 Method-call form
8146	11.8.4	#### 11.8.4 Refactoring impact
8167	11.8.5	#### 11.8.5 The `move` keyword grammar
8214	11.9	### 11.9 Borrow Semantics and Lifetime Tracking
8228	11.9.1	#### 11.9.1 Restrictions
8272	11.9.2	#### 11.9.2 Constraints during alias lifetime
8306	11.9.3	#### 11.9.3 Multiple simultaneous aliases
8335	11.9.4	#### 11.9.4 Implicit alias propagation in function bodies
8369	11.9.5	#### 11.9.5 Aliases of `Copy` values
8382	11.10	### 11.10 Closures and Capture
8393	11.10.1	#### 11.10.1 Captures must be `Copy`
8427	11.10.2	#### 11.10.2 Capture granularity
8443	11.10.3	#### 11.10.3 Captures from `let` only
8475	11.10.4	#### 11.10.4 Body unrestricted
8492	11.10.5	#### 11.10.5 Escaping closures capture only owned Copy values
8516	11.10.6	#### 11.10.6 Closure types
8590	11.11	### 11.11 Indexed and Field Assignment
8651	11.11.1	#### 11.11.1 Whole-value reassignment
8663	11.11.2	#### 11.11.2 In-place mutation of owned values
8706	11.11.3	#### 11.11.3 Method-receiver sugar for consume-and-produce
8741	11.12	### 11.12 Interaction with Records, Enums, and Newtypes
8759	11.12.1	#### 11.12.1 Smart constructors and `mut`
8772	11.13	### 11.13 Interaction with the Trait System
8816	11.14	### 11.14 Interaction with Reactivity
8863	12	## 12. Iteration and Loops
8878	12.1	### 12.1 Design Principles
8907	12.2	### 12.2 Ranges
8943	12.2.1	#### 12.2.1 Step
8958	12.2.2	#### 12.2.2 Range bounds and overflow
8975	12.2.3	#### 12.2.3 Negative ranges and empty ranges
8992	12.3	### 12.3 The `for` Loop
9016	12.3.1	#### 12.3.1 Evaluation
9073	12.3.2	#### 12.3.2 The iteration variable
9093	12.3.3	#### 12.3.3 Iteration variable type
9181	12.3.4	#### 12.3.4 Body scope
9199	12.3.5	#### 12.3.5 Move restrictions inside the body
9225	12.3.6	#### 12.3.6 Mutation of the iterated source
9249	12.3.7	#### 12.3.7 Compile-time unrolling
9358	12.4	### 12.4 The `while` Loop
9368	12.4.1	#### 12.4.1 Evaluation
9380	12.4.2	#### 12.4.2 Idiomatic uses
9402	12.4.3	#### 12.4.3 Move restrictions
9409	12.5	### 12.5 `break` and `continue`
9423	12.5.1	#### 12.5.1 `break` with value
9439	12.5.2	#### 12.5.2 `continue` carries no value
9445	12.5.3	#### 12.5.3 Innermost loop only
9461	12.5.4	#### 12.5.4 `break` and `continue` outside loops
9465	12.6	### 12.6 Loop Expressions and the `else:` Clause
9471	12.6.1	#### 12.6.1 The `else:` clause
9497	12.6.2	#### 12.6.2 Loop expression type
9584	12.6.3	#### 12.6.3 Type unification
9600	12.6.4	#### 12.6.4 The `never` type and unreachable completions
9618	12.6.5	#### 12.6.5 `continue` and the expression value
9624	12.7	### 12.7 The `Iterator` Trait
9668	12.7.1	#### 12.7.1 Why the tuple return
9681	12.7.2	#### 12.7.2 Linear-ownership optimization
9716	12.7.3	#### 12.7.3 Implementing `Iterator` (self-contained)
9746	12.7.4	#### 12.7.4 Implementing `Iterator` (source-bearing)
9800	12.8	### 12.8 The `Iterable` Trait
9823	12.8.1	#### 12.8.1 Method name
9829	12.8.2	#### 12.8.2 Iterator lifetime
9845	12.8.3	#### 12.8.3 Implementing `Iterable`
9882	12.9	### 12.9 The `IntoIterable` Trait
9906	12.9.1	#### 12.9.1 Method name and dispatch
9918	12.9.2	#### 12.9.2 Item type and ownership flow
9943	12.9.3	#### 12.9.3 Partial consumption and Drop
9954	12.9.4	#### 12.9.4 Implementing `IntoIterable`
9987	12.9.5	#### 12.9.5 Both `Iterable` and `IntoIterable` for the same type
10010	12.10	### 12.10 Built-in Iteration Sources
10032	12.10.1	#### 12.10.1 Iterating over arrays
10078	12.10.2	#### 12.10.2 Iterating over ranges
10097	12.11	### 12.11 Iteration Performance
10126	12.12	### 12.12 Interaction with the Rest of the Language
10128	12.12.1	#### 12.12.1 Pattern matching and iteration variables
10155	12.12.2	#### 12.12.2 Loops in trait method bodies
10180	12.12.3	#### 12.12.3 Loops in generic function bodies
10199	12.13	### 12.13 Interaction with Reactivity
10217	12.14	### 12.14 Restrictions and Edge Cases
10219	12.14.1	#### 12.14.1 Empty iteration
10234	12.14.2	#### 12.14.2 Iterators that never complete
10241	12.14.3	#### 12.14.3 Side effects in iterator implementations
10260	13	## 13. Reactive System
10278	13.1	### 13.1 Design Principles
10388	13.1.1	#### 13.1.1 A small example
10456	13.2	### 13.2 Reactive Declarations
10466	13.2.1	#### 13.2.1 `signal`
10547	13.2.2	#### 13.2.2 `attr`
10617	13.2.2.1	##### 13.2.2.1 `default attr`
10666	13.2.3	#### 13.2.3 `derived`
10705	13.2.3.1	##### 13.2.3.1 Scope
10724	13.2.4	#### 13.2.4 `recurrent`
10853	13.2.4.1	##### 13.2.4.1 Lockstep advancement
10873	13.2.4.2	##### 13.2.4.2 Recurrent vs attr
10891	13.2.4.3	##### 13.2.4.3 Self-history and input-history access
10951	13.2.4.4	##### 13.2.4.4 Value-change semantics
10968	13.2.4.5	##### 13.2.4.5 Scope
10981	13.2.4.6	##### 13.2.4.6 Tuple-coupled recurrents
11038	13.2.4.7	##### 13.2.4.7 Explicit triggers (via `observe`)
11064	13.2.4.8	##### 13.2.4.8 Dynamic-size cell types
11086	13.2.5	#### 13.2.5 `const`
11112	13.2.5.1	##### 13.2.5.1 Properties
11132	13.2.5.2	##### 13.2.5.2 Access forms
11156	13.2.5.3	##### 13.2.5.3 Declaration order
11163	13.2.6	#### 13.2.6 Initial value rules
11258	13.2.7	#### 13.2.7 Cell mutation is runtime-only (host/runtime-driven)
11285	13.2.8	#### 13.2.8 The `Signal[T]` type
11363	13.2.9	#### 13.2.9 Reactive composites
11373	13.2.9.1	##### 13.2.9.1 Form
11415	13.2.9.2	##### 13.2.9.2 Per-field reactivity model
11429	13.2.9.3	##### 13.2.9.3 Field binding form
11459	13.2.9.4	##### 13.2.9.4 Cell identity and the graph specification
11483	13.2.9.5	##### 13.2.9.5 Reading a reactive composite
11514	13.2.9.6	##### 13.2.9.6 `let` bindings
11543	13.2.9.7	##### 13.2.9.7 Materialization boundaries
11573	13.2.9.8	##### 13.2.9.8 The `with` expression in reactive contexts
11611	13.2.9.9	##### 13.2.9.9 Distinction from nodes
11626	13.2.9.10	##### 13.2.9.10 Type system
11643	13.2.10	#### 13.2.10 Node and connection type slots (`Type[…]`)
11684	13.2.10.1	##### 13.2.10.1 What can fill a `Type[C]` slot
11699	13.2.10.2	##### 13.2.10.2 Lifetime and identity
11715	13.2.10.3	##### 13.2.10.3 Restrictions
11739	13.2.11	#### 13.2.11 The `observe` expression
11748	13.2.11.1	##### 13.2.11.1 Form
11769	13.2.11.2	##### 13.2.11.2 Trigger sets and arm selection
11786	13.2.11.3	##### 13.2.11.3 Reactive-arm semantics
11809	13.2.11.4	##### 13.2.11.4 Multi-cell trigger sets
11821	13.2.11.5	##### 13.2.11.5 The `default:` arm
11852	13.2.11.6	##### 13.2.11.6 Output type
11867	13.2.11.7	##### 13.2.11.7 Use sites
11884	13.2.11.8	##### 13.2.11.8 Composition with `where`
11919	13.3	### 13.3 Nodes
11921	13.3.0	#### 13.3.0 Concept
11952	13.3.1	#### 13.3.1 Declaration
11986	13.3.2	#### 13.3.2 `satisfies` clause
12008	13.3.3	#### 13.3.3 `parts` clause
12068	13.3.3.1	##### 13.3.3.1 Cardinality forms
12107	13.3.3.2	##### 13.3.3.2 Access from inside the node body
12144	13.3.3.3	##### 13.3.3.3 Type-emitted children via compile-time `for`
12233	13.3.3.4	##### 13.3.3.4 Dynamic parts
12319	13.3.4	#### 13.3.4 `incoming` and `outgoing` clauses
12388	13.3.4.1	##### 13.3.4.1 Access from inside the node body
12439	13.3.4.2	##### 13.3.4.2 Self-sourced connections and the signature/internals model
12541	13.3.5	#### 13.3.5 Generic parameters
12561	13.3.6	#### 13.3.6 Behavior lives outside the node body
12572	13.3.6.1	##### 13.3.6.1 Nodes are graph-owned; references are borrows
12623	13.3.6.2	##### 13.3.6.2 Storable references: the `Handle[…]` type
12706	13.3.7	#### 13.3.7 Exposition (the `expose:` clause)
12734	13.3.7.1	##### 13.3.7.1 Content
12819	13.3.7.2	##### 13.3.7.2 Default
12832	13.3.7.3	##### 13.3.7.3 External access via `.exposition`
12848	13.3.7.4	##### 13.3.7.4 Runtime traversal
12872	13.3.7.5	##### 13.3.7.5 Connections in exposition
12916	13.3.7.6	##### 13.3.7.6 Engagement
12961	13.3.8	#### 13.3.8 Effects (the `effects:` clause)
13055	13.4	### 13.4 Parts
13057	13.4.0	#### 13.4.0 Concept
13103	13.4.1	#### 13.4.1 Access forms
13152	13.4.2	#### 13.4.2 Iteration over parts
13192	13.4.3	#### 13.4.3 Reactive dependency tracking through parts
13208	13.4.4	#### 13.4.4 Restrictions
13221	13.4.5	#### 13.4.5 Parts access — example
13258	13.5	### 13.5 Template Scopes and Keyed Instantiation
13271	13.5.1	#### 13.5.1 The primitive
13298	13.5.1.1	##### 13.5.1.1 Per-template pool
13310	13.5.2	#### 13.5.2 State-shape and the no-pool optimization
13340	13.5.3	#### 13.5.3 Hot reload and cell identity
13361	13.5.4	#### 13.5.4 Dynamic scope materialization via `repeat`
13382	13.5.4.1	##### 13.5.4.1 Syntax
13514	13.5.4.2	##### 13.5.4.2 Iteration semantics
13545	13.5.4.3	##### 13.5.4.3 Worked examples
13640	13.5.4.4	##### 13.5.4.4 Cell identity across reload
13649	13.5.4.5	##### 13.5.4.5 Hot reload
13672	13.5.4.6	##### 13.5.4.6 Performance
13704	13.5.4.7	##### 13.5.4.7 Admitted and rejected contexts
13746	13.5.4.8	##### 13.5.4.8 Restrictions
13783	13.5.4.9	##### 13.5.4.9 The view name (`as`)
13843	13.6	### 13.6 Connections
13845	13.6.0	#### 13.6.0 Concept
13908	13.6.1	#### 13.6.1 Declaration
13915	13.6.1.1	##### 13.6.1.1 Single form (one from-type, one to-type)
13957	13.6.1.2	##### 13.6.1.2 Cartesian form (multiple from-types and/or to-types)
13991	13.6.1.3	##### 13.6.1.3 Pairs form (constrained from-to combinations)
14039	13.6.2	#### 13.6.2 `from`, `to`, and `pair` references in expressions
14084	13.6.3	#### 13.6.3 Generic connections
14099	13.6.4	#### 13.6.4 Behavior lives outside the connection body
14117	13.6.5	#### 13.6.5 The `Circularity` trait
14151	13.7	### 13.7 Name Resolution in Node and Connection Scopes
14178	13.7.1	#### 13.7.1 The scope chain
14213	13.7.2	#### 13.7.2 The `here::` anchor
14242	13.7.3	#### 13.7.3 The `module::` anchor
14262	13.7.4	#### 13.7.4 Ambiguity is a compile error
14297	13.7.5	#### 13.7.5 Reserved-field access
14331	13.7.6	#### 13.7.6 Resolution and reactive dependencies
14345	13.7.7	#### 13.7.7 `subject`, `Subject`, `here`, and `module`
14377	13.8	### 13.8 Placement
14384	13.8.1	#### 13.8.1 Top-level instances
14421	13.8.2	#### 13.8.2 Setting attrs at placement
14471	13.8.2.1	##### 13.8.2.1 Reactive vs. compile-time placement values
14524	13.8.2.2	##### 13.8.2.2 Restrictions
14582	13.8.3	#### 13.8.3 Child parts
14633	13.8.3.1	##### 13.8.3.1 Parametric topology via compile-time `for`
14704	13.8.4	#### 13.8.4 Connections
14801	13.8.4.1	##### 13.8.4.1 Terminology
